sample_id,source_mission,split,label,scan_age_max,scan_age_p95,scan_gap_max,scan_valid_fraction_min,tf_map_odom_age_max,tf_map_odom_age_p95,tf_odom_base_age_max,amcl_position_step_max,tf_map_odom_position_step_max,amcl_tf_jump_product,wheel_opposite_forward_fraction,wheel_opposite_motion_fraction,right_negative_forward_fraction,left_negative_forward_fraction,right_negative_straight_fraction,left_negative_straight_fraction,left_cmd_sign_disagreement_fraction,right_cmd_sign_disagreement_fraction,wheel_velocity_difference_mean,wheel_velocity_difference_p95,wheel_velocity_difference_max,wheel_velocity_product_min,wheel_velocity_product_p05,left_wheel_abs_mean,right_wheel_abs_mean,left_cmd_vx_correlation,right_cmd_vx_correlation,linear_motion_error_p95,angular_motion_error_p95,odom_imu_yaw_error_p95,command_active_fraction,straight_forward_fraction,cmd_vx_abs_mean,cmd_wz_abs_mean,fault_start_s,fault_duration_s,localization_offset_m,modified_wheel,modified_samples
healthy_001__LiDAR_Dropout__049,healthy_001,train,LiDAR Dropout,5.68912579180994,4.69912579180994,5.707549268510118,0.8555555555555555,0.1558168500000007,0.14932447935000176,0.0325286710000014,0.2552422104589066,0.0587062941950697,0.014984324298200468,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.152842985560791,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,3.281992410738204,2.7091413832644737,0.7646919612098677,0.793405645189164,0.013367597827548261,0.16268076456660832,0.02079918415792188,0.82,0.24,0.06102105263157892,0.3593435897435896,10.972786835501822,5.564260815533888,,,
healthy_001__LiDAR_Dropout__050,healthy_001,train,LiDAR Dropout,3.2593753684577367,2.269375368457736,3.385669269906841,0.8555555555555555,0.1755731120000021,0.1691730067500049,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0101607781146607,5.584209287078812,7.441952891344951,-1.0117689731595223e-05,-9.316070518142665e-06,3.9756866570502565,4.637797512870319,0.5127876145042383,0.736305378572201,0.012971635845008008,0.10822842930320814,0.009947739911760218,0.74,0.42,0.1436947368421052,0.23300512820512814,9.232438192904077,3.1434026795309933,,,
healthy_001__LiDAR_Dropout__051,healthy_001,train,LiDAR Dropout,4.013562857593009,3.0235628575930087,4.1071816999712345,0.8722222222222222,0.2096844240000006,0.2017745319999995,0.033635942,0.2599030821721219,0.0864186749102557,0.022460479966406075,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.8375999538958685,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,2.436712890752307,4.813550784695013,0.7886902279265549,0.629140666666431,0.0546090934122579,0.1599815859528529,0.023127541118722613,0.61,0.22,0.18826143226919753,0.5318032786885245,6.254345951613448,4.008056308693746,,,
healthy_001__LiDAR_Dropout__052,healthy_001,train,LiDAR Dropout,6.953193610022502,5.963193610022503,7.148328745315249,0.8722222222222222,0.2096844240000006,0.20090834819999992,0.033635942,0.2625406489326475,0.0864186749102557,0.022688414990838037,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.9081504861254315,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,4.9725129279361315,7.302124222071553,0.7570022945255724,0.44522051655995426,0.03725551661505265,0.14378069104615543,0.023127541118722613,1.0,0.61,0.1978605263157894,0.3326051282051283,10.017825743301428,6.931537916906715,,,
healthy_001__LiDAR_Dropout__053,healthy_001,train,LiDAR Dropout,1.6402113623093697,0.6502113623093693,1.7765277819595864,0.8555555555555555,0.1654865659999984,0.1590260145000044,0.0340767710000022,0.2611468410094815,0.0362140760754777,0.009457191567188042,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,3.1809439255607956,8.652202284508355,8.692697736053308,-18.89074827409834,-18.715151017203898,4.457860257497752,4.628142889338403,0.770985468086852,0.8637045980241038,0.013367597827548261,0.162867630353094,0.020325253759642694,1.0,0.42,0.12308421052631573,0.3604205128205127,10.941929985957636,1.5920540979832811,,,
healthy_001__LiDAR_Dropout__054,healthy_001,train,LiDAR Dropout,5.64809759236366,4.65809759236366,5.638713796803669,0.8916666666666667,0.2013584240000021,0.19208663845000143,0.0332836660000026,0.2724371570507145,0.0310259651166499,0.008452625731134738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20738821248521774,0.6673945564944077,1.2220802945561902,-0.00242118745229055,-9.94093830252541e-06,4.3191988702580195,4.271908005310363,0.377330296253169,0.4764309124725934,0.023135524090245788,0.06216936496707423,0.006422670254740772,0.68,0.67,0.14207368421052627,0.026338461538461453,5.48029570187711,5.458580088606891,,,
healthy_001__LiDAR_Dropout__055,healthy_001,train,LiDAR Dropout,2.017346221276653,1.0273462212766522,2.1619689957013337,0.8722222222222222,0.1916778740000033,0.1857455183000015,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922926377676025,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.9146181555446105,4.665069194961904,0.08095348614146645,0.4152778188996226,0.02315495221947877,0.07323257507204933,0.007995067124846895,0.68,0.56,0.14253684210526313,0.10736410256410255,5.9040378428794416,1.8398379090544692,,,
healthy_001__LiDAR_Dropout__056,healthy_001,train,LiDAR Dropout,2.58829147721353,1.598291477213529,2.737033043702004,0.8722222222222222,0.2096844240000006,0.20175470574999943,0.033635942,0.2625406489326475,0.0864186749102557,0.022688414990838037,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.857516089808649,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,3.022100342274071,5.379007220027324,0.775593013223171,0.5579427197661196,0.051816866888757925,0.15557114099777317,0.023127541118722613,0.7,0.31,0.19151503759398492,0.46672527472527464,6.3971137096622375,2.539973780981528,,,
healthy_001__LiDAR_Dropout__057,healthy_001,train,LiDAR Dropout,1.352579563362119,0.3625795633621182,1.3530268439250714,0.8694444444444445,0.1841086320000009,0.17614768760000138,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.568975909890103,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.7447988047434166,4.91184162529863,0.14038666246461712,0.37860241701921493,0.014173608349176988,0.11492737628105162,0.009226763782741888,0.68,0.44,0.14357894736842103,0.1863384615384615,7.959739855103999,1.2299266077083573,,,
healthy_001__LiDAR_Dropout__058,healthy_001,train,LiDAR Dropout,4.932483912907206,3.9424839129072056,5.0406999924513345,0.8555555555555555,0.1654865659999984,0.1590260145000044,0.033182778000004,0.2611468410094815,0.0335374166990657,0.00875819042657964,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2276871165655137,8.652202284508355,8.692697736053308,-18.89074827409834,-18.715151017203898,4.449069715226038,4.588347700425548,0.767049770961118,0.8640053415840931,0.013367597827548261,0.162867630353094,0.02079918415792188,1.0,0.41,0.12088421052631575,0.3675999999999999,8.825532202870754,4.789639015845928,,,
healthy_001__LiDAR_Dropout__059,healthy_001,train,LiDAR Dropout,3.011359365310666,2.0213593653106656,3.2214910556539613,0.8555555555555555,0.1708412589999994,0.1622195375999979,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2.805125852562169,7.879525489490718,8.672683257611936,-18.803858664682565,-15.059784558039444,4.432947482537085,5.111025029666412,0.6964796633440321,0.8519904784033256,0.021668953277037946,0.1599902869927775,0.02071547159737717,0.93,0.42,0.14728421052631574,0.32561025641025637,5.348650890328684,3.0096328250754576,,,
healthy_001__TF_Delay_/_Discontinuity__000,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.2013216809999995,0.8833333333333333,3.7456851887295075,2.7556851887295073,0.0332836660000026,0.2724371570507145,0.0310259651166499,0.008452625731134738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391148882624646,2.46334507874219,4.679735372984089,-0.00242118745229055,-9.94093830252541e-06,5.047673723752434,5.333252841539755,0.31763775650461096,0.5655415661256681,0.023078198372993075,0.0892794719203893,0.010024988007329606,0.81,0.77,0.1702105263157894,0.05641025641025635,10.066873239723119,3.7402068040999517,,,
healthy_001__TF_Delay_/_Discontinuity__001,healthy_001,train,TF Delay / Discontinuity,0.1736736360000037,0.1724334148500016,0.2016897370000023,0.8555555555555555,3.9639784615277724,2.9739784615277722,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,2.865581924850456,7.879525489490718,8.672683257611936,-18.803858664682565,-15.059784558039444,4.456183704134401,5.1482448803573835,0.7060484111288783,0.8454975747094104,0.021668953277037946,0.1599902869927775,0.02071547159737717,0.94,0.42,0.14751578947368416,0.3320205128205128,10.112093101287014,3.8801863422920366,,,
healthy_001__TF_Delay_/_Discontinuity__002,healthy_001,train,TF Delay / Discontinuity,0.1635812520000001,0.16297294205000154,0.2015482879999979,0.8555555555555555,6.163465060759152,5.173465060759151,0.0325286710000014,0.2552422104589066,0.0587062941950697,0.014984324298200468,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.411102920262893,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,3.938470397952534,3.6240423907562898,0.7552610903575214,0.8453323460392175,0.013367597827548261,0.16268076456660832,0.02079918415792188,0.94,0.33,0.08649473684210522,0.3872923076923076,8.522743643221883,6.056728082652448,,,
healthy_001__TF_Delay_/_Discontinuity__003,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.2013216809999995,0.8833333333333333,4.113794787471483,3.1237947874714824,0.0332836660000026,0.2724371570507145,0.0310259651166499,0.008452625731134738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49237500295618986,2.0316066123264496,4.243540114995884,-0.00242118745229055,-9.94093830252541e-06,5.004438200814427,5.243224846813619,0.33077185249696367,0.6069144853941982,0.023078198372993075,0.0892794719203893,0.010024988007329606,0.8,0.77,0.1681263157894736,0.05102564102564096,7.992901751188912,4.047889558328839,,,
healthy_001__TF_Delay_/_Discontinuity__004,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8722222222222222,6.601691051345654,5.6116910513456535,0.033635942,0.2625406489326475,0.0864186749102557,0.022688414990838037,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.8750032319745826,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,4.006101455061774,6.345835330160676,0.7620913715806464,0.4937886462658748,0.04605706579968843,0.14883324850744342,0.023127541118722613,0.85,0.46,0.19517956656346744,0.38647360482654614,7.391315040209244,6.479227337075559,,,
healthy_001__TF_Delay_/_Discontinuity__005,healthy_001,train,TF Delay / Discontinuity,0.1833656700000006,0.1813254535000016,0.2016897370000023,0.8694444444444445,2.8456813832869683,1.8556813832869676,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8793105529230199,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.9312946086822746,4.72550516696742,0.1300904970891375,0.30994627888458365,0.0141456756087727,0.10822842930320814,0.009226763782741888,0.68,0.38,0.14323157894736838,0.2201846153846153,6.065039494621805,2.8347905043405124,,,
healthy_001__TF_Delay_/_Discontinuity__006,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8722222222222222,6.547551929938652,5.5575519299386515,0.033635942,0.2625406489326475,0.0821103814965567,0.021557312842213246,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.580148426988562,8.719330074811307,8.84069636940364,-18.553987950468755,-12.987365578679071,5.223522715577871,7.225131950576424,0.7904048803240554,0.42720121456683924,0.025556152103310737,0.12244153051743313,0.019013417957008644,1.0,0.66,0.19857894736842094,0.2876205128205129,5.148938790791435,6.543000888575369,,,
healthy_001__TF_Delay_/_Discontinuity__007,healthy_001,train,TF Delay / Discontinuity,0.197664888000002,0.19587675830000226,0.2016897370000023,0.875,4.523706083934454,3.5337060839344536,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620987733468027,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.9558576947945245,4.623862188407517,0.09370401659752159,0.39855838618777467,0.02315495221947877,0.07323257507204933,0.007995067124846895,0.68,0.56,0.14242105263157892,0.10018461538461536,6.8452104345247164,4.470406306813739,,,
healthy_001__TF_Delay_/_Discontinuity__008,healthy_001,train,TF Delay / Discontinuity,0.0331051150000001,0.0327620629999999,0.201879796,0.8722222222222222,5.169070328261541,4.219070328261541,0.033635942,0.2599030821721219,0.0864186749102557,0.022460479966406075,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.8352014445275984,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,2.37235340343831,4.751592629978978,0.7890673672585549,0.6412702128562843,0.054822774764194254,0.160824572289722,0.023127541118722613,0.6,0.21,0.1877324561403508,0.5402393162393163,6.668132639604883,5.129110833903022,,,
healthy_001__TF_Delay_/_Discontinuity__009,healthy_001,train,TF Delay / Discontinuity,0.1830734120000023,0.18114367445000207,0.2016897370000023,0.8555555555555555,4.674183570509336,3.6841835705093358,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8940058662565904,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.9351398185168756,4.7146550634684505,0.11827037216409027,0.3219334401369842,0.0141456756087727,0.10822842930320814,0.009226763782741888,0.68,0.38,0.14311578947368417,0.22172307692307686,10.890835685255212,4.608253570845676,,,
healthy_001__TF_Delay_/_Discontinuity__010,healthy_001,train,TF Delay / Discontinuity,0.1953267150000002,0.19351538964999884,0.2016897370000023,0.8722222222222222,6.5471132889604045,5.557113288960403,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9750333664258494,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.8877171681516693,4.698954552395035,0.07098839406596046,0.42821176058372373,0.02315495221947877,0.09205247198863163,0.007995067124846895,0.68,0.54,0.14265263157894734,0.11505641025641027,9.568595379104046,6.390965593373535,,,
healthy_001__TF_Delay_/_Discontinuity__011,healthy_001,train,TF Delay / Discontinuity,0.177401077000006,0.17548576830000429,0.2016897370000023,0.8555555555555555,5.674213701473479,4.684213701473479,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.035614944198773,5.584209287078812,7.441952891344951,-8.886726274458672e-06,-8.20358105487505e-06,4.069163128728663,4.705298475111439,0.711604805805122,0.8308652631187685,0.0141456756087727,0.11559848238109924,0.010971206131955293,0.82,0.42,0.14589473684210522,0.2371692307692307,10.779267341296277,5.626632575650516,,,
healthy_001__TF_Delay_/_Discontinuity__012,healthy_001,train,TF Delay / Discontinuity,0.1672759679999984,0.16541722699999858,0.2015482879999979,0.8555555555555555,5.322024235106615,4.332024235106615,0.033182778000004,0.2611468410094815,0.0587062941950697,0.015330963276415715,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,3.4263040359130907,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,4.313575909283446,4.36487456648878,0.7545805432129857,0.8650416917579786,0.013367597827548261,0.162867630353094,0.02079918415792188,1.0,0.36,0.10999999999999995,0.3916410256410257,5.684624427101824,5.314205068860863,,,
healthy_001__TF_Delay_/_Discontinuity__013,healthy_001,train,TF Delay / Discontinuity,0.1983229000000008,0.19695381855000008,0.2016897370000023,0.8805555555555555,4.852977688974865,3.862977688974864,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8201153119195445,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.9847513337254394,4.602019155328784,0.10640885580661362,0.3880600906734908,0.02315495221947877,0.07323257507204933,0.007995067124846895,0.68,0.56,0.1423052631578947,0.09659487179487178,8.318622814467652,4.820845179738848,,,
healthy_001__TF_Delay_/_Discontinuity__014,healthy_001,train,TF Delay / Discontinuity,0.1602957350000053,0.1577654804000044,0.2015482879999979,0.8555555555555555,2.589701722814005,1.5997017228140038,0.0325286710000014,0.2552422104589066,0.0587062941950697,0.014984324298200468,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.12760458252182,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,3.0729014741292557,2.525379124972143,0.7528412390057341,0.773617305577472,0.013367597827548261,0.16268076456660832,0.02079918415792188,0.79,0.21,0.05442105263157892,0.3539589743589742,10.907468488589748,2.515837946573802,,,
healthy_001__TF_Delay_/_Discontinuity__015,healthy_001,train,TF Delay / Discontinuity,0.1762293009999993,0.17509585275000275,0.2016897370000023,0.8555555555555555,2.9059252994677403,1.9159252994677392,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2.2649676040334903,6.44266169363114,8.672683257611936,-18.803858664682565,-8.20358105487505e-06,4.183843504538398,4.819970759136421,0.6775799532233258,0.8653464658610216,0.0141456756087727,0.14016929331173297,0.013579922077055566,0.85,0.42,0.14589473684210522,0.265425641025641,9.499901227611613,2.8829050262722085,,,
healthy_001__TF_Delay_/_Discontinuity__016,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8722222222222222,5.610377405020319,4.620377405020319,0.033635942,0.2625406489326475,0.0864186749102557,0.022688414990838037,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.8750296551286043,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,4.258707148391924,6.598472976772575,0.7600838410778828,0.4794062986437511,0.043709986017118854,0.14748589985109994,0.023127541118722613,0.89,0.5,0.19590479006505018,0.3691040046096227,5.2456817617143185,5.597261703433824,,,
healthy_001__TF_Delay_/_Discontinuity__017,healthy_001,train,TF Delay / Discontinuity,0.1945024259999996,0.19288681510000388,0.2016897370000023,0.8694444444444445,3.797651788911904,2.8076517889119037,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0765593404444591,5.584209287078812,7.441952891344951,-0.00242118745229055,-9.94093830252541e-06,3.8347358191571757,4.751857505334695,0.06740728037498185,0.4302328974558216,0.02315495221947877,0.09205247198863163,0.008192790927547926,0.68,0.52,0.14288421052631578,0.1271076923076923,10.913241016969558,3.629332774020014,,,
healthy_001__TF_Delay_/_Discontinuity__018,healthy_001,train,TF Delay / Discontinuity,0.1588550410000024,0.1567769827499986,0.2016317770000029,0.8555555555555555,5.825861824773155,4.835861824773154,0.0325286710000014,0.2552422104589066,0.0587062941950697,0.014984324298200468,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0926399508807663,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,2.9220898488900953,2.409585076923164,0.7390915416574275,0.7589565445642369,0.013367597827548261,0.16268076456660832,0.02079918415792188,0.77,0.19,0.050021052631578924,0.3488307692307691,7.4694560131643595,5.700197548527827,,,
healthy_001__TF_Delay_/_Discontinuity__019,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8722222222222222,5.860193832506545,4.870193832506545,0.033635942,0.2625406489326475,0.0864186749102557,0.022688414990838037,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.874915884445434,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,3.6868501830004465,6.026500231304344,0.765686010610404,0.512190218056169,0.04871439297375798,0.15067064660324017,0.023127541118722613,0.8,0.41,0.1942072368421052,0.41062820512820525,8.332770260826583,5.752976658010063,,,
healthy_001__TF_Delay_/_Discontinuity__020,healthy_001,train,TF Delay / Discontinuity,0.163209952999999,0.16196528889999798,0.2015482879999979,0.8555555555555555,0.9992987621889255,0.15664221085000382,0.0325286710000014,0.2552422104589066,0.0587062941950697,0.014984324298200468,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.2772554762016846,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,3.742438439520727,3.293962369907208,0.7632098254816059,0.8333627328545787,0.013367597827548261,0.16268076456660832,0.02079918415792188,0.9,0.32,0.07815789473684208,0.3724205128205127,9.93549854370459,0.9329155813673982,,,
healthy_001__TF_Delay_/_Discontinuity__021,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.2013216809999995,0.8916666666666667,1.4217730373028743,0.4317730373028739,0.0332836660000026,0.2724371570507145,0.0310259651166499,0.008452625731134738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26307965593590865,1.0228068760636702,1.5087452478047982,-0.00242118745229055,-9.94093830252541e-06,4.596764180724107,4.6058073374281685,0.5601533060497416,0.7161654025433664,0.023078198372993075,0.06216936496707423,0.008192790927547926,0.72,0.72,0.15087368421052627,0.026410256410256336,5.292190833883108,1.3884784340217156,,,
healthy_001__TF_Delay_/_Discontinuity__022,healthy_001,train,TF Delay / Discontinuity,0.180397984999999,0.17900721320000124,0.2016897370000023,0.8555555555555555,5.625291640222595,4.6352916402225945,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9898237454570267,5.584209287078812,7.441952891344951,-1.0586519322212007e-05,-9.7959341751186e-06,3.9163883765451932,4.599044749316366,0.3811140744074932,0.6653928318338042,0.012971635845008008,0.10822842930320814,0.009947739911760218,0.71,0.41,0.1421894736842105,0.23121025641025636,9.279549177870189,5.574440301335246,,,
healthy_001__TF_Delay_/_Discontinuity__023,healthy_001,train,TF Delay / Discontinuity,0.1672759679999984,0.16541722699999858,0.2015482879999979,0.8555555555555555,5.836766405580058,4.846766405580058,0.033182778000004,0.2611468410094815,0.0587062941950697,0.015330963276415715,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,3.4263040359130907,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,4.313575909283446,4.36487456648878,0.7545805432129857,0.8650416917579786,0.013367597827548261,0.162867630353094,0.02079918415792188,1.0,0.36,0.10999999999999995,0.3916410256410257,9.43658881085906,5.745491030271783,,,
healthy_001__TF_Delay_/_Discontinuity__024,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8722222222222222,4.764189090117558,3.774189090117557,0.033635942,0.2625406489326475,0.0864186749102557,0.022688414990838037,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.859709734759461,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,3.089860100237166,5.444570579511123,0.7732453303125647,0.5540539729326243,0.05150661949725795,0.1550810915583199,0.023127541118722613,0.71,0.32,0.19175315048183836,0.4605128205128204,6.407210902647791,4.617955972264048,,,
healthy_001__TF_Delay_/_Discontinuity__025,healthy_001,train,TF Delay / Discontinuity,0.1673552940000036,0.1657034565999996,0.2015482879999979,0.8555555555555555,4.009984140970814,3.0199841409708132,0.033182778000004,0.2611468410094815,0.0335374166990657,0.00875819042657964,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,3.37464887572629,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,4.3917343080216975,4.472393816246154,0.7553773434425848,0.8643320853237797,0.013367597827548261,0.162867630353094,0.02079918415792188,1.0,0.38,0.11428421052631574,0.3854871794871795,5.0270007496379545,3.9421648553330026,,,
healthy_001__TF_Delay_/_Discontinuity__026,healthy_001,train,TF Delay / Discontinuity,0.180397984999999,0.17900721320000124,0.2016897370000023,0.8555555555555555,3.2289012567542086,2.2389012567542084,0.0340767710000022,0.2724371570507145,0.0362140760754777,0.00986605993122144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9898237454570267,5.584209287078812,7.441952891344951,-1.0586519322212007e-05,-9.7959341751186e-06,3.9163883765451932,4.599044749316366,0.3811140744074932,0.6653928318338042,0.012971635845008008,0.10822842930320814,0.009947739911760218,0.71,0.41,0.1421894736842105,0.23121025641025636,5.17764373477168,3.228540012586345,,,
healthy_001__TF_Delay_/_Discontinuity__027,healthy_001,train,TF Delay / Discontinuity,0.1649978250000003,0.1633162632000086,0.2015482879999979,0.8555555555555555,2.346833030233479,1.356833030233478,0.0325286710000014,0.2552422104589066,0.0587062941950697,0.014984324298200468,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.523847443185702,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,4.074906880076025,3.8733555150112045,0.7451829482300267,0.8538056331764583,0.013367597827548261,0.16268076456660832,0.02079918415792188,0.97,0.33,0.092978947368421,0.40036923076923076,9.029676853135152,2.1972476891717623,,,
healthy_001__TF_Delay_/_Discontinuity__028,healthy_001,train,TF Delay / Discontinuity,0.1673552940000036,0.16640207590000347,0.2015482879999979,0.8555555555555555,6.213867429800048,5.2238674298000465,0.033182778000004,0.2611468410094815,0.0335374166990657,0.00875819042657964,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.354831580018464,8.659456556709424,8.692697736053308,-18.89074827409834,-18.7465482926564,4.432639404535333,4.525673038764622,0.75418067626118,0.8637850597441588,0.013367597827548261,0.162867630353094,0.02079918415792188,1.0,0.39,0.11648421052631573,0.3818974358974358,7.088188540457086,6.076071428207573,,,
healthy_001__TF_Delay_/_Discontinuity__029,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8777777777777778,3.2304733992033876,2.2404733992033874,0.0332836660000026,0.2724371570507145,0.0310259651166499,0.008452625731134738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991282317112973,5.055618954649194,6.442734352162472,-0.00242118745229055,-9.94093830252541e-06,5.3924161173414555,6.138514850829557,0.2006141901138982,0.39814883057192263,0.023135524090245788,0.0927556761687187,0.013318876148291168,0.9,0.78,0.18919999999999995,0.10698461538461533,8.541921505298895,3.200722426811355,,,
healthy_001__TF_Delay_/_Discontinuity__030,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8722222222222222,2.049332109517459,1.059332109517458,0.0332836660000026,0.2724371570507145,0.0465044710120376,0.012669545872666886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.419470064785759,6.393541346551538,8.793898817679203,-0.00242118745229055,18.608664324189796,5.581745004222017,6.748539207966292,0.10620765863137908,0.36490765869356934,0.023135524090245788,0.0927556761687187,0.013318876148291168,0.96,0.78,0.20216842105263147,0.1521128205128205,10.319345373031215,1.8818401962187963,,,
healthy_001__TF_Delay_/_Discontinuity__031,healthy_001,train,TF Delay / Discontinuity,0.2001320389999996,0.1987062160000027,0.201879796,0.8722222222222222,5.341783443432189,4.351783443432189,0.033635942,0.2625406489326475,0.0864186749102557,0.022688414990838037,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.874915884445434,8.794405658603507,9.058848562370144,-18.553987950468755,-12.987365578679071,3.6868501830004465,6.026500231304344,0.765686010610404,0.512190218056169,0.04871439297375798,0.15067064660324017,0.023127541118722613,0.8,0.41,0.1942072368421052,0.41062820512820525,7.051561631273962,5.221126630141875,,,
